transaction_id,date,customer_id,product_id,store_id,quantity,unit_price,promotion_applied,revenue
T107682,2024-03-11,C6729,P1091,S108,2,279.21,0,558.42
T107683,2024-01-23,C5023,P1090,S105,1,266.21,0,266.21
T107684,2024-06-28,C5756,P1048,S111,1,413.62,0,413.62
T107685,2024-10-16,C6389,P1076,S107,3,158.33,1,427.49
T107686,2024-10-17,C5353,P1011,S102,1,276.92,0,276.92
T107687,2024-02-23,C6643,P1075,S104,1,27.06,0,27.06
T107688,2024-12-13,C5102,P1097,S110,2,57.0,0,114.0
T107689,2024-07-30,C5233,P1058,S104,2,3.34,0,6.68
T107690,2024-04-26,C6121,P1007,S105,4,250.56,0,1002.24
T107691,2024-12-30,C6942,P1059,S111,2,596.16,0,1192.32
T107692,2024-09-24,C6304,P1086,S102,1,20.4,0,20.4
T107693,2024-03-19,C5111,P1014,S104,1,140.0,0,140.0
T107694,2024-09-12,C5340,P1063,S110,1,1.48,0,1.48
T107695,2024-09-08,C6567,P1060,S108,2,29.52,0,59.04
T107696,2024-07-22,C6744,P1044,S101,2,33.2,0,66.4
T107697,2024-07-01,C6306,P1002,S102,1,191.81,0,191.81
T107698,2024-09-04,C5237,P1000,S111,3,28.57,0,85.71
T107699,2024-01-07,C5445,P1069,S112,1,196.61,0,196.61
T107700,2024-03-11,C6558,P1056,S110,1,525.76,0,525.76
T107701,2024-02-11,C6619,P1044,S107,3,33.2,0,99.6
T107702,2024-12-11,C6106,P1038,S105,1,25.2,0,25.2
T107703,2024-05-09,C5264,P1023,S111,1,180.16,0,180.16
T107704,2024-05-07,C5676,P1012,S106,1,190.29,1,171.26
T107705,2024-10-01,C6301,P1091,S112,3,279.21,0,837.63
T107706,2024-05-15,C5324,P1067,S103,1,135.11,0,135.11
T107707,2024-07-24,C6242,P1037,S107,1,285.77,0,285.77
T107708,2024-10-14,C6948,P1078,S108,1,102.27,0,102.27
T107709,2024-08-24,C5282,P1035,S103,1,216.25,0,216.25
T107710,2024-06-01,C6127,P1071,S101,2,17.19,1,30.94
T107711,2024-05-30,C5856,P1049,S105,1,74.15,1,66.74
T107712,2024-03-23,C6906,P1051,S110,2,11.55,0,23.1
T107713,2024-10-26,C6838,P1086,S105,1,20.4,1,18.36
T107714,2024-09-05,C6716,P1063,S110,2,1.48,0,2.96
T107715,2024-07-11,C6485,P1058,S111,1,3.34,0,3.34
T107716,2024-05-08,C6804,P1095,S107,2,346.02,0,692.04
T107717,2024-07-13,C5014,P1008,S110,1,29.24,0,29.24
T107718,2024-12-15,C6932,P1046,S108,2,5.08,0,10.16
T107719,2024-01-30,C6908,P1042,S112,2,71.2,0,142.4
T107720,2024-04-16,C6379,P1055,S105,1,2.49,0,2.49
T107721,2024-09-15,C5274,P1073,S109,1,344.68,0,344.68
T107722,2024-03-16,C5824,P1009,S102,2,118.85,0,237.7
T107723,2024-10-04,C5928,P1060,S104,1,29.52,0,29.52
T107724,2024-11-12,C6802,P1008,S111,2,29.24,0,58.48
T107725,2024-12-29,C6431,P1087,S111,1,21.95,0,21.95
T107726,2024-07-08,C5627,P1016,S104,1,61.7,0,61.7
T107727,2024-03-25,C6451,P1095,S103,2,346.02,0,692.04
T107728,2024-02-20,C5613,P1045,S111,2,20.96,0,41.92
T107729,2024-10-14,C5605,P1072,S101,5,259.15,0,1295.75
T107730,2024-01-07,C5813,P1037,S112,1,285.77,0,285.77
T107731,2024-07-02,C5675,P1063,S108,1,1.48,0,1.48
T107732,2024-12-26,C5967,P1031,S105,2,52.15,0,104.3
T107733,2024-09-15,C6824,P1092,S102,1,175.96,1,158.36
T107734,2024-11-07,C5707,P1090,S103,2,266.21,0,532.42
T107735,2024-12-21,C5085,P1036,S110,1,93.47,0,93.47
T107736,2024-10-31,C6956,P1033,S105,2,291.8,0,583.6
T107737,2024-01-17,C6814,P1093,S106,5,9.54,0,47.7
T107738,2024-05-28,C6292,P1080,S110,1,420.42,0,420.42
T107739,2024-06-14,C6623,P1026,S105,2,199.04,0,398.08
T107740,2024-03-07,C6247,P1008,S111,1,29.24,0,29.24
T107741,2024-11-11,C6286,P1021,S104,1,33.42,0,33.42
T107742,2024-08-28,C5161,P1042,S109,1,71.2,0,71.2
T107743,2024-10-03,C5621,P1059,S112,1,596.16,0,596.16
T107744,2024-10-24,C5489,P1086,S102,1,20.4,1,18.36
T107745,2024-05-25,C6697,P1007,S110,1,250.56,0,250.56
T107746,2024-04-29,C5281,P1018,S110,1,117.86,0,117.86
T107747,2024-10-21,C5530,P1090,S108,1,266.21,0,266.21
T107748,2024-07-02,C5854,P1082,S107,1,15.76,0,15.76
T107749,2024-04-02,C6382,P1068,S108,1,105.89,0,105.89
T107750,2024-02-17,C6042,P1072,S106,3,259.15,0,777.45
T107751,2024-01-29,C5167,P1094,S107,2,287.69,0,575.38
T107752,2024-12-31,C6880,P1091,S107,1,279.21,0,279.21
T107753,2024-09-16,C5829,P1071,S112,1,17.19,1,15.47
T107754,2024-07-25,C6367,P1080,S102,1,420.42,0,420.42
T107755,2024-08-27,C6712,P1033,S106,1,291.8,0,291.8
T107756,2024-02-29,C6695,P1001,S103,2,183.09,0,366.18
T107757,2024-08-02,C5815,P1062,S103,5,258.92,0,1294.6
T107758,2024-11-20,C6344,P1047,S112,1,17.68,0,17.68
T107759,2024-04-25,C6605,P1075,S106,2,27.06,0,54.12
T107760,2024-09-08,C5431,P1004,S105,1,28.22,0,28.22
T107761,2024-09-11,C5079,P1022,S106,1,122.72,0,122.72
T107762,2024-11-03,C5119,P1003,S103,1,22.93,1,20.64
T107763,2024-07-08,C5637,P1072,S108,1,259.15,0,259.15
T107764,2024-08-13,C6735,P1021,S108,1,33.42,0,33.42
T107765,2024-11-07,C6167,P1025,S112,1,31.62,0,31.62
T107766,2024-04-18,C5060,P1094,S107,1,287.69,0,287.69
T107767,2024-08-30,C6981,P1036,S105,1,93.47,0,93.47
T107768,2024-01-08,C5445,P1001,S107,1,183.09,0,183.09
T107769,2024-03-08,C6176,P1026,S112,2,199.04,0,398.08
T107770,2024-01-29,C5715,P1073,S105,1,344.68,0,344.68
T107771,2024-05-19,C6713,P1027,S106,1,91.55,0,91.55
T107772,2024-09-10,C6511,P1034,S103,2,172.77,0,345.54
T107773,2024-08-12,C6355,P1077,S108,2,53.8,0,107.6
T107774,2024-01-26,C5822,P1012,S110,1,190.29,1,171.26
T107775,2024-08-19,C5051,P1057,S104,1,151.94,1,136.75
T107776,2024-05-23,C6705,P1082,S107,2,15.76,0,31.52
T107777,2024-04-09,C5386,P1029,S112,2,32.02,0,64.04
T107778,2024-11-22,C5981,P1025,S109,1,31.62,1,28.46
T107779,2024-07-29,C6725,P1076,S106,1,158.33,0,158.33
T107780,2024-07-27,C6396,P1063,S110,1,1.48,0,1.48
T107781,2024-03-21,C5051,P1064,S106,1,149.24,0,149.24
T107782,2024-06-20,C6928,P1058,S102,1,3.34,0,3.34
T107783,2024-06-29,C6587,P1060,S108,1,29.52,0,29.52
T107784,2024-03-04,C6614,P1012,S109,1,190.29,1,171.26
T107785,2024-03-04,C6056,P1093,S101,1,9.54,0,9.54
T107786,2024-09-27,C6256,P1049,S111,1,74.15,1,66.74
T107787,2024-12-05,C5357,P1099,S104,2,152.47,0,304.94
T107788,2024-02-26,C6407,P1067,S105,2,135.11,1,243.2
T107789,2024-11-28,C5259,P1023,S111,1,180.16,0,180.16
T107790,2024-03-24,C5941,P1050,S107,1,36.72,0,36.72
T107791,2024-05-16,C5343,P1070,S107,3,231.39,0,694.17
T107792,2024-10-17,C5290,P1047,S109,2,17.68,0,35.36
T107793,2024-08-04,C6249,P1057,S105,1,151.94,1,136.75
T107794,2024-04-26,C5863,P1050,S106,1,36.72,0,36.72
T107795,2024-08-29,C6489,P1009,S107,4,118.85,0,475.4
T107796,2024-03-10,C6386,P1096,S111,1,234.47,0,234.47
T107797,2024-01-17,C5720,P1044,S108,1,33.2,0,33.2
T107798,2024-11-19,C6656,P1070,S112,1,231.39,0,231.39
T107799,2024-10-05,C6123,P1016,S103,1,61.7,0,61.7
T107800,2024-02-28,C5126,P1011,S101,1,276.92,0,276.92
T107801,2024-12-18,C6635,P1079,S106,2,75.04,0,150.08
T107802,2024-04-09,C6292,P1027,S107,2,91.55,0,183.1
T107803,2024-01-23,C5546,P1085,S108,1,321.0,0,321.0
T107804,2024-08-25,C6298,P1087,S103,1,21.95,0,21.95
T107805,2024-10-20,C5162,P1071,S105,1,17.19,1,15.47
T107806,2024-10-26,C6132,P1049,S105,1,74.15,1,66.74
T107807,2024-06-25,C5382,P1084,S108,1,151.16,1,136.04
T107808,2024-06-05,C5242,P1005,S109,1,6.32,0,6.32
T107809,2024-10-28,C5247,P1089,S111,1,28.27,1,25.44
T107810,2024-09-21,C5934,P1051,S110,1,11.55,1,10.4
T107811,2024-08-19,C5648,P1082,S111,1,15.76,0,15.76
T107812,2024-04-13,C6984,P1029,S109,1,32.02,1,28.82
T107813,2024-08-08,C6382,P1097,S106,1,57.0,0,57.0
T107814,2024-01-28,C5817,P1022,S104,2,122.72,0,245.44
T107815,2024-08-31,C5283,P1054,S109,1,250.09,1,225.08
T107816,2024-09-16,C6821,P1084,S111,2,151.16,1,272.09
T107817,2024-12-06,C6961,P1010,S104,1,18.18,0,18.18
T107818,2024-02-25,C6139,P1097,S110,2,57.0,0,114.0
T107819,2024-08-24,C6986,P1084,S108,2,151.16,1,272.09
T107820,2024-06-25,C6930,P1097,S103,1,57.0,0,57.0
T107821,2024-01-11,C6199,P1082,S109,1,15.76,0,15.76
T107822,2024-07-19,C6626,P1028,S112,1,311.94,0,311.94
T107823,2024-05-01,C6960,P1064,S105,1,149.24,0,149.24
T107824,2024-11-08,C5666,P1065,S108,2,568.2,0,1136.4
T107825,2024-12-08,C6803,P1086,S103,1,20.4,0,20.4
T107826,2024-03-24,C6758,P1083,S112,2,40.38,1,72.68
T107827,2024-05-02,C5659,P1057,S107,3,151.94,1,410.24
T107828,2024-04-03,C5665,P1020,S105,1,139.37,0,139.37
T107829,2024-09-10,C5107,P1090,S104,1,266.21,0,266.21
T107830,2024-04-14,C5935,P1005,S106,2,6.32,0,12.64
T107831,2024-07-25,C6580,P1089,S101,1,28.27,0,28.27
T107832,2024-01-11,C6732,P1015,S106,1,15.36,0,15.36
T107833,2024-01-06,C5030,P1064,S106,2,149.24,0,298.48
T107834,2024-06-14,C5977,P1029,S107,2,32.02,0,64.04
T107835,2024-06-12,C6244,P1006,S104,4,6.02,0,24.08
T107836,2024-02-08,C5594,P1028,S108,1,311.94,0,311.94
T107837,2024-01-19,C6601,P1079,S112,1,75.04,0,75.04
T107838,2024-06-16,C6139,P1058,S109,1,3.34,0,3.34
T107839,2024-06-25,C5564,P1077,S104,1,53.8,0,53.8
T107840,2024-08-14,C5199,P1062,S109,1,258.92,0,258.92
T107841,2024-01-01,C5521,P1029,S103,2,32.02,0,64.04
T107842,2024-01-23,C5908,P1053,S108,1,130.84,0,130.84
T107843,2024-04-22,C5647,P1049,S108,1,74.15,0,74.15
T107844,2024-07-17,C5669,P1000,S109,2,28.57,0,57.14
T107845,2024-05-07,C5292,P1057,S108,2,151.94,1,273.49
T107846,2024-03-29,C6996,P1063,S107,1,1.48,0,1.48
T107847,2024-11-29,C5016,P1014,S109,4,140.0,0,560.0
T107848,2024-02-19,C5989,P1029,S106,1,32.02,1,28.82
T107849,2024-04-27,C6659,P1078,S108,1,102.27,0,102.27
T107850,2024-11-14,C5546,P1020,S109,1,139.37,0,139.37
T107851,2024-02-25,C5838,P1027,S102,1,91.55,0,91.55
T107852,2024-12-07,C6594,P1089,S109,1,28.27,0,28.27
T107853,2024-10-26,C5837,P1077,S103,1,53.8,0,53.8
T107854,2024-07-18,C5047,P1072,S109,1,259.15,0,259.15
T107855,2024-01-18,C6686,P1092,S101,1,175.96,1,158.36
T107856,2024-10-10,C5595,P1074,S111,1,531.52,0,531.52
T107857,2024-01-27,C5905,P1012,S105,1,190.29,1,171.26
T107858,2024-04-23,C6989,P1024,S110,1,16.74,0,16.74
T107859,2024-08-07,C5184,P1088,S107,1,310.89,0,310.89
T107860,2024-06-11,C5045,P1089,S102,1,28.27,0,28.27
T107861,2024-02-18,C5520,P1094,S108,1,287.69,0,287.69
T107862,2024-06-25,C6737,P1066,S103,1,169.16,0,169.16
T107863,2024-03-19,C6091,P1046,S104,1,5.08,0,5.08
T107864,2024-07-30,C6638,P1066,S110,1,169.16,0,169.16
T107865,2024-10-03,C5597,P1015,S112,2,15.36,0,30.72
T107866,2024-08-07,C6759,P1085,S101,1,321.0,0,321.0
T107867,2024-09-25,C6658,P1039,S102,2,93.18,1,167.72
T107868,2024-04-29,C6594,P1067,S104,2,135.11,1,243.2
T107869,2024-05-01,C6789,P1071,S103,1,17.19,0,17.19
T107870,2024-02-07,C6607,P1078,S108,2,102.27,0,204.54
T107871,2024-09-27,C5407,P1007,S101,2,250.56,0,501.12
T107872,2024-01-22,C6161,P1094,S106,1,287.69,0,287.69
T107873,2024-10-01,C6113,P1044,S102,1,33.2,0,33.2
T107874,2024-01-02,C5313,P1086,S109,2,20.4,1,36.72
T107875,2024-08-20,C6124,P1021,S111,4,33.42,0,133.68
T107876,2024-03-30,C6894,P1030,S110,1,10.6,0,10.6
T107877,2024-08-26,C6366,P1004,S106,1,28.22,0,28.22
T107878,2024-03-07,C5394,P1078,S105,2,102.27,0,204.54
T107879,2024-10-11,C5755,P1069,S109,2,196.61,0,393.22
T107880,2024-10-04,C5515,P1026,S111,2,199.04,0,398.08
T107881,2024-08-26,C6623,P1023,S111,1,180.16,1,162.14
T107882,2024-12-11,C6261,P1088,S109,2,310.89,0,621.78
T107883,2024-05-25,C6529,P1025,S110,1,31.62,0,31.62
T107884,2024-09-09,C5894,P1024,S109,1,16.74,0,16.74
T107885,2024-01-01,C5046,P1015,S106,1,15.36,0,15.36
T107886,2024-11-19,C5877,P1000,S111,1,28.57,0,28.57
T107887,2024-03-01,C6514,P1013,S107,2,83.23,0,166.46
T107888,2024-06-21,C5259,P1024,S104,1,16.74,0,16.74
T107889,2024-01-25,C6714,P1011,S102,1,276.92,0,276.92
T107890,2024-12-21,C5895,P1070,S102,1,231.39,0,231.39
T107891,2024-07-28,C6575,P1050,S112,3,36.72,0,110.16
T107892,2024-05-05,C5828,P1026,S110,2,199.04,0,398.08
T107893,2024-08-20,C5582,P1047,S102,1,17.68,0,17.68
T107894,2024-05-18,C5619,P1072,S106,1,259.15,0,259.15
T107895,2024-02-12,C6243,P1086,S111,1,20.4,1,18.36
T107896,2024-02-04,C6966,P1000,S103,1,28.57,0,28.57
T107897,2024-10-09,C6987,P1070,S107,2,231.39,0,462.78
T107898,2024-05-14,C6625,P1041,S102,1,163.54,0,163.54
T107899,2024-03-05,C6485,P1092,S109,2,175.96,0,351.92
T107900,2024-05-30,C5882,P1062,S105,1,258.92,0,258.92
T107901,2024-12-12,C5341,P1020,S108,2,139.37,0,278.74
T107902,2024-02-22,C6946,P1017,S104,1,10.04,0,10.04
T107903,2024-07-11,C5984,P1084,S108,2,151.16,1,272.09
T107904,2024-05-11,C5693,P1044,S103,1,33.2,0,33.2
T107905,2024-01-23,C5737,P1038,S105,2,25.2,0,50.4
T107906,2024-02-24,C6303,P1051,S110,1,11.55,1,10.4
T107907,2024-06-18,C6390,P1071,S109,2,17.19,1,30.94
T107908,2024-05-15,C5399,P1060,S109,1,29.52,0,29.52
T107909,2024-08-16,C5284,P1080,S111,2,420.42,0,840.84
T107910,2024-03-04,C5071,P1023,S108,1,180.16,1,162.14
T107911,2024-01-22,C5103,P1080,S111,1,420.42,0,420.42
T107912,2024-02-01,C5031,P1008,S103,2,29.24,0,58.48
T107913,2024-01-10,C5554,P1067,S103,1,135.11,1,121.6
T107914,2024-12-22,C6348,P1004,S105,2,28.22,0,56.44
T107915,2024-05-23,C6196,P1082,S107,2,15.76,0,31.52
T107916,2024-09-19,C6035,P1063,S111,1,1.48,0,1.48
T107917,2024-06-25,C6648,P1039,S103,1,93.18,0,93.18
T107918,2024-12-28,C5519,P1081,S110,1,268.18,0,268.18
T107919,2024-12-24,C6262,P1085,S102,1,321.0,0,321.0
T107920,2024-08-07,C5428,P1074,S112,1,531.52,0,531.52
T107921,2024-04-27,C5840,P1056,S107,1,525.76,0,525.76
T107922,2024-03-21,C6855,P1077,S108,3,53.8,0,161.4
T107923,2024-03-07,C5143,P1019,S104,1,157.28,0,157.28
T107924,2024-12-06,C6952,P1029,S103,2,32.02,0,64.04
T107925,2024-02-25,C6949,P1094,S109,1,287.69,0,287.69
T107926,2024-07-08,C5814,P1074,S105,1,531.52,0,531.52
T107927,2024-12-11,C5950,P1003,S106,1,22.93,1,20.64
T107928,2024-12-23,C5080,P1007,S111,2,250.56,0,501.12
T107929,2024-06-18,C5274,P1017,S107,1,10.04,0,10.04
T107930,2024-10-21,C6761,P1056,S108,3,525.76,0,1577.28
T107931,2024-10-21,C5232,P1049,S103,1,74.15,1,66.74
T107932,2024-06-09,C6059,P1030,S109,1,10.6,0,10.6
T107933,2024-09-30,C5640,P1099,S112,1,152.47,0,152.47
T107934,2024-12-02,C5232,P1074,S108,2,531.52,0,1063.04
T107935,2024-07-17,C5083,P1032,S109,1,133.65,0,133.65
T107936,2024-10-23,C6387,P1011,S105,2,276.92,0,553.84
T107937,2024-08-12,C6177,P1003,S103,3,22.93,1,61.91
T107938,2024-04-07,C5270,P1053,S103,1,130.84,0,130.84
T107939,2024-05-04,C5105,P1013,S111,1,83.23,0,83.23
T107940,2024-10-01,C5106,P1054,S103,1,250.09,0,250.09
T107941,2024-04-04,C5918,P1057,S105,2,151.94,0,303.88
T107942,2024-10-08,C5253,P1043,S105,1,26.88,0,26.88
T107943,2024-07-17,C5608,P1078,S107,1,102.27,0,102.27
T107944,2024-08-05,C5873,P1054,S105,1,250.09,1,225.08
T107945,2024-02-05,C6584,P1026,S108,1,199.04,0,199.04
T107946,2024-05-08,C6745,P1053,S103,1,130.84,0,130.84
T107947,2024-05-24,C5804,P1008,S106,1,29.24,0,29.24
T107948,2024-10-08,C6106,P1013,S108,1,83.23,0,83.23
T107949,2024-04-12,C6747,P1062,S106,1,258.92,0,258.92
T107950,2024-07-04,C5837,P1079,S108,2,75.04,0,150.08
T107951,2024-10-29,C5638,P1006,S104,1,6.02,0,6.02
T107952,2024-08-01,C5384,P1059,S106,2,596.16,0,1192.32
T107953,2024-11-03,C5732,P1082,S109,2,15.76,0,31.52
T107954,2024-02-18,C5451,P1061,S101,2,163.04,0,326.08
T107955,2024-09-03,C6485,P1035,S112,3,216.25,0,648.75
T107956,2024-04-25,C5000,P1068,S110,1,105.89,0,105.89
T107957,2024-12-19,C5526,P1004,S104,1,28.22,0,28.22
T107958,2024-11-04,C6386,P1075,S107,1,27.06,0,27.06
T107959,2024-09-06,C6694,P1001,S101,1,183.09,0,183.09
T107960,2024-10-25,C6084,P1042,S106,1,71.2,0,71.2
T107961,2024-11-24,C5561,P1066,S105,2,169.16,0,338.32
T107962,2024-07-04,C6852,P1092,S111,1,175.96,0,175.96
T107963,2024-07-27,C6303,P1076,S112,1,158.33,1,142.5
T107964,2024-01-08,C5651,P1074,S109,1,531.52,0,531.52
T107965,2024-02-13,C5812,P1017,S112,1,10.04,0,10.04
T107966,2024-11-26,C6142,P1057,S109,2,151.94,1,273.49
T107967,2024-05-06,C5242,P1034,S102,1,172.77,0,172.77
T107968,2024-01-01,C5185,P1012,S111,1,190.29,0,190.29
T107969,2024-10-10,C6544,P1098,S101,1,176.7,0,176.7
T107970,2024-10-24,C5875,P1057,S111,1,151.94,0,151.94
T107971,2024-04-03,C6618,P1041,S110,1,163.54,0,163.54
T107972,2024-06-14,C5713,P1078,S106,1,102.27,0,102.27
T107973,2024-08-07,C5460,P1083,S110,1,40.38,1,36.34
T107974,2024-02-06,C6123,P1090,S112,1,266.21,0,266.21
T107975,2024-09-10,C6606,P1016,S105,1,61.7,0,61.7
T107976,2024-12-02,C6696,P1003,S105,1,22.93,1,20.64
T107977,2024-04-12,C6027,P1067,S102,2,135.11,1,243.2
T107978,2024-08-03,C5394,P1023,S107,1,180.16,1,162.14
T107979,2024-09-10,C5327,P1063,S102,1,1.48,0,1.48
T107980,2024-11-12,C5436,P1035,S103,2,216.25,0,432.5
T107981,2024-04-21,C6061,P1052,S104,1,8.16,0,8.16
T107982,2024-09-24,C6696,P1054,S105,1,250.09,1,225.08
T107983,2024-04-25,C6619,P1041,S105,1,163.54,0,163.54
T107984,2024-01-25,C5883,P1079,S106,1,75.04,0,75.04
T107985,2024-12-06,C5692,P1015,S104,2,15.36,0,30.72
T107986,2024-10-12,C6634,P1040,S104,1,282.49,1,254.24
T107987,2024-02-06,C6845,P1060,S103,1,29.52,0,29.52
T107988,2024-07-18,C5117,P1059,S103,2,596.16,0,1192.32
T107989,2024-09-15,C6792,P1048,S112,1,413.62,0,413.62
T107990,2024-03-04,C5288,P1020,S109,1,139.37,0,139.37
T107991,2024-02-12,C6322,P1094,S104,2,287.69,0,575.38
T107992,2024-11-08,C5561,P1020,S110,1,139.37,0,139.37
T107993,2024-05-25,C6704,P1040,S111,1,282.49,0,282.49
T107994,2024-01-06,C6983,P1097,S111,1,57.0,0,57.0
T107995,2024-01-12,C6989,P1047,S110,1,17.68,0,17.68
T107996,2024-05-18,C6482,P1053,S112,1,130.84,0,130.84
T107997,2024-01-24,C5182,P1028,S108,2,311.94,0,623.88
T107998,2024-12-27,C6117,P1084,S111,2,151.16,1,272.09
T107999,2024-04-11,C6824,P1016,S108,4,61.7,0,246.8
T108000,2024-06-03,C5099,P1009,S112,2,118.85,0,237.7
T108001,2024-05-24,C5974,P1036,S109,1,93.47,0,93.47
T108002,2024-08-28,C6378,P1071,S110,1,17.19,1,15.47
T108003,2024-05-02,C6057,P1085,S111,2,321.0,0,642.0
T108004,2024-04-22,C6944,P1076,S112,2,158.33,1,284.99
T108005,2024-06-12,C5257,P1009,S109,1,118.85,0,118.85
T108006,2024-07-28,C5214,P1080,S106,1,420.42,0,420.42
T108007,2024-12-23,C6437,P1041,S109,1,163.54,0,163.54
T108008,2024-02-29,C5717,P1001,S105,1,183.09,0,183.09
T108009,2024-10-06,C6674,P1007,S102,2,250.56,0,501.12
T108010,2024-11-15,C5230,P1075,S103,2,27.06,0,54.12
T108011,2024-05-29,C5856,P1066,S109,2,169.16,0,338.32
T108012,2024-06-01,C6001,P1046,S109,2,5.08,0,10.16
T108013,2024-05-29,C6034,P1035,S108,2,216.25,0,432.5
T108014,2024-10-07,C6726,P1095,S106,2,346.02,0,692.04
T108015,2024-07-10,C5680,P1042,S103,1,71.2,0,71.2
T108016,2024-07-16,C6893,P1043,S108,1,26.88,0,26.88
T108017,2024-10-20,C5608,P1007,S112,1,250.56,0,250.56
T108018,2024-10-04,C6686,P1042,S102,2,71.2,0,142.4
T108019,2024-11-08,C5739,P1047,S111,1,17.68,0,17.68
T108020,2024-11-02,C6882,P1097,S112,1,57.0,0,57.0
T108021,2024-11-13,C5127,P1008,S111,1,29.24,0,29.24
T108022,2024-09-02,C5016,P1084,S111,1,151.16,1,136.04
T108023,2024-10-02,C6524,P1086,S110,2,20.4,0,40.8
T108024,2024-12-04,C6139,P1035,S106,1,216.25,0,216.25
T108025,2024-09-27,C6006,P1038,S110,1,25.2,0,25.2
T108026,2024-12-23,C5804,P1034,S108,2,172.77,0,345.54
T108027,2024-01-17,C5784,P1008,S107,1,29.24,0,29.24
T108028,2024-10-16,C5021,P1066,S102,2,169.16,0,338.32
T108029,2024-08-09,C5164,P1025,S110,1,31.62,1,28.46
T108030,2024-08-22,C6091,P1020,S110,1,139.37,0,139.37
T108031,2024-08-28,C5736,P1099,S101,3,152.47,0,457.41
T108032,2024-09-05,C6657,P1022,S107,1,122.72,0,122.72
T108033,2024-09-25,C5266,P1089,S102,1,28.27,1,25.44
T108034,2024-10-27,C6751,P1031,S103,1,52.15,0,52.15
T108035,2024-05-14,C6664,P1079,S112,2,75.04,0,150.08
T108036,2024-12-03,C6067,P1033,S102,1,291.8,0,291.8
T108037,2024-04-04,C6784,P1083,S110,1,40.38,0,40.38
T108038,2024-08-08,C6405,P1039,S112,1,93.18,1,83.86
T108039,2024-02-14,C6829,P1033,S101,1,291.8,0,291.8
T108040,2024-05-13,C5497,P1099,S102,1,152.47,0,152.47
T108041,2024-07-07,C6181,P1089,S106,1,28.27,1,25.44
T108042,2024-07-18,C5989,P1050,S106,2,36.72,0,73.44
T108043,2024-02-28,C6721,P1081,S110,1,268.18,0,268.18
T108044,2024-04-25,C6388,P1096,S110,1,234.47,0,234.47
T108045,2024-10-30,C5096,P1086,S103,1,20.4,1,18.36
T108046,2024-08-02,C6285,P1066,S111,1,169.16,0,169.16
T108047,2024-12-09,C5400,P1048,S101,1,413.62,0,413.62
T108048,2024-10-29,C5355,P1010,S111,1,18.18,0,18.18
T108049,2024-02-03,C6306,P1087,S102,1,21.95,0,21.95
T108050,2024-07-17,C5102,P1069,S109,1,196.61,0,196.61
T108051,2024-02-05,C5786,P1089,S104,1,28.27,0,28.27
T108052,2024-04-21,C6984,P1094,S102,1,287.69,0,287.69
T108053,2024-06-19,C5560,P1060,S112,1,29.52,0,29.52
T108054,2024-12-07,C5890,P1011,S110,1,276.92,0,276.92
T108055,2024-05-02,C5361,P1008,S102,2,29.24,0,58.48
T108056,2024-05-21,C6749,P1057,S102,2,151.94,1,273.49
T108057,2024-11-03,C6007,P1068,S106,1,105.89,0,105.89
T108058,2024-05-21,C6999,P1047,S111,1,17.68,0,17.68
T108059,2024-01-10,C5160,P1062,S106,1,258.92,0,258.92
T108060,2024-03-22,C6198,P1018,S105,1,117.86,0,117.86
T108061,2024-08-26,C5061,P1026,S103,1,199.04,0,199.04
T108062,2024-04-28,C6589,P1020,S105,1,139.37,0,139.37
T108063,2024-07-03,C5539,P1033,S106,1,291.8,0,291.8
T108064,2024-06-20,C6587,P1044,S112,1,33.2,0,33.2
T108065,2024-09-18,C5691,P1061,S108,1,163.04,0,163.04
T108066,2024-12-19,C5355,P1077,S108,1,53.8,0,53.8
T108067,2024-02-10,C6844,P1035,S110,4,216.25,0,865.0
T108068,2024-09-05,C5795,P1055,S102,1,2.49,0,2.49
T108069,2024-06-08,C6972,P1079,S104,1,75.04,0,75.04
T108070,2024-09-19,C5311,P1006,S104,1,6.02,0,6.02
T108071,2024-09-11,C5820,P1013,S101,1,83.23,0,83.23
T108072,2024-04-15,C6739,P1089,S108,1,28.27,0,28.27
T108073,2024-01-22,C5942,P1074,S110,1,531.52,0,531.52
T108074,2024-05-11,C5095,P1076,S109,2,158.33,1,284.99
T108075,2024-03-05,C6852,P1028,S107,1,311.94,0,311.94
T108076,2024-03-05,C6928,P1060,S101,1,29.52,0,29.52
T108077,2024-04-13,C6309,P1020,S109,1,139.37,0,139.37
T108078,2024-09-13,C5449,P1042,S110,1,71.2,0,71.2
T108079,2024-06-25,C6776,P1099,S111,3,152.47,0,457.41
T108080,2024-11-17,C5134,P1003,S104,3,22.93,1,61.91
T108081,2024-10-31,C6818,P1025,S111,3,31.62,1,85.37
T108082,2024-06-11,C5495,P1058,S103,1,3.34,0,3.34
T108083,2024-02-02,C6003,P1097,S105,2,57.0,0,114.0
T108084,2024-09-06,C6640,P1018,S101,2,117.86,0,235.72
T108085,2024-01-27,C6234,P1062,S101,1,258.92,0,258.92
T108086,2024-07-29,C6845,P1058,S108,1,3.34,0,3.34
T108087,2024-09-18,C5564,P1007,S111,2,250.56,0,501.12
T108088,2024-09-24,C5102,P1028,S109,1,311.94,0,311.94
T108089,2024-11-05,C6370,P1069,S112,2,196.61,0,393.22
T108090,2024-07-06,C5972,P1085,S111,2,321.0,0,642.0
T108091,2024-04-30,C6261,P1075,S102,1,27.06,0,27.06
